estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
34,193,5664250,14:02:41,00:20:40,14:23:21,1841
82,140,3067870,14:03:55,00:19:38,14:23:33,3045
47,47,1895160,13:57:42,00:25:58,14:23:40,5593
82,140,3067870,14:04:37,00:19:25,14:24:02,2058
150,199,6054000,14:03:57,00:20:06,14:24:03,6444
84,187,5170700,13:36:30,00:47:52,14:24:22,5294
117,27,5170700,13:55:14,00:29:13,14:24:27,6937
182,156,5735920,13:54:50,00:29:38,14:24:28,7041
82,185,3067870,14:05:56,00:18:47,14:24:43,5904
117,72,1895160,13:43:33,00:41:26,14:24:59,8832
150,148,6054000,14:09:55,00:15:11,14:25:06,7630
6,23,5666010,13:53:40,00:31:38,14:25:18,1263
34,193,5664250,14:05:41,00:19:39,14:25:20,7591
34,193,5664250,14:01:42,00:23:46,14:25:28,6491
14,14,6163060,14:10:47,00:14:41,14:25:28,8926
20,109,5097280,14:05:12,00:20:20,14:25:32,8544
28,29,3892850,13:57:00,00:28:39,14:25:39,3364
34,193,5664250,14:04:03,00:21:41,14:25:44,7288
82,140,3067870,14:04:26,00:21:20,14:25:46,2654
75,27,5529760,14:13:36,00:12:10,14:25:46,6518
82,140,3067870,14:06:12,00:19:40,14:25:52,3261
150,57,6054000,14:08:18,00:17:38,14:25:56,2467
33,90,5585920,14:15:15,00:10:41,14:25:56,5681
82,185,3067870,14:07:39,00:18:39,14:26:18,1587
11,47,6215800,14:16:21,00:10:27,14:26:48,7900
22,26,4917160,14:10:29,00:16:28,14:26:57,6318
20,109,5097280,14:01:47,00:25:15,14:27:02,5851
75,27,5529760,14:11:46,00:15:37,14:27:23,1613
150,148,6054000,14:05:34,00:21:51,14:27:25,1768
175,1,5664960,14:00:37,00:27:10,14:27:47,3960
13,96,5572600,14:20:45,00:07:30,14:28:15,5537
150,148,6054000,14:06:30,00:21:47,14:28:17,3518
82,140,3067870,14:05:34,00:22:56,14:28:30,5176
82,140,3067870,14:05:49,00:22:57,14:28:46,5375
34,193,5664250,14:04:53,00:24:04,14:28:57,5253
150,152,5076640,13:30:47,00:58:22,14:29:09,1188
82,140,3067870,14:07:21,00:21:50,14:29:11,8317
33,90,5585920,14:18:39,00:10:32,14:29:11,8737
34,193,5664250,14:09:19,00:20:13,14:29:32,8803
33,90,5585920,14:17:18,00:12:14,14:29:32,6998
85,100,5751430,13:52:31,00:37:08,14:29:39,3120
6,6,5666010,14:07:09,00:22:54,14:30:03,1347
82,75,3067870,14:09:03,00:21:06,14:30:09,7332
83,88,6394240,14:09:26,00:20:52,14:30:18,1395
131,47,4841520,14:17:29,00:12:52,14:30:21,7966
98,156,5509730,13:47:07,00:43:52,14:30:59,8150
82,140,3067870,14:10:35,00:20:25,14:31:00,8321
8,42,5783160,14:22:27,00:08:51,14:31:18,6008
190,125,6471060,14:13:41,00:17:59,14:31:40,3681
63,193,5664250,14:07:46,00:24:04,14:31:50,4687
119,30,5751430,13:34:39,00:57:24,14:32:03,8751
12,19,5925780,14:22:55,00:09:18,14:32:13,4820
82,185,3067870,14:16:06,00:16:46,14:32:52,1116
53,193,5664250,14:12:55,00:20:03,14:32:58,1263
13,183,4300980,13:57:36,00:35:34,14:33:10,3587
14,14,5294010,13:41:13,00:51:58,14:33:11,5992
72,72,1895160,13:43:58,00:49:20,14:33:18,5818
34,116,5664250,14:07:03,00:26:36,14:33:39,5113
19,116,5664250,14:16:47,00:16:53,14:33:40,8951
97,33,3892850,13:31:28,01:02:15,14:33:43,1013
170,33,5751430,14:21:53,00:12:03,14:33:56,5771
82,140,3067870,14:11:30,00:22:33,14:34:03,8529
33,115,5313860,14:22:14,00:11:57,14:34:11,8320
82,140,3067870,14:11:51,00:22:21,14:34:12,6252
82,140,3067870,14:11:33,00:22:43,14:34:16,8740
157,146,5882120,14:21:33,00:13:11,14:34:44,8740
53,193,5664250,14:17:31,00:17:33,14:35:04,1116
82,140,3067870,14:12:39,00:22:31,14:35:10,5507
129,182,5097280,14:19:05,00:16:23,14:35:28,8911
82,140,3067870,14:12:51,00:22:54,14:35:45,4229
34,193,5664250,14:11:24,00:24:46,14:36:10,5068
135,33,5751430,14:15:43,00:20:38,14:36:21,3340
148,147,5666010,14:22:34,00:13:50,14:36:24,3294
34,193,5664250,14:15:42,00:20:59,14:36:41,4283
32,72,1895160,14:18:02,00:18:57,14:36:59,5645
62,93,3126850,14:09:56,00:27:03,14:36:59,7896
95,87,5955230,13:48:13,00:48:47,14:37:00,8749
97,76,3892850,14:03:28,00:33:49,14:37:17,2909
131,47,4841520,14:21:41,00:15:41,14:37:22,3778
63,116,5664250,14:17:46,00:20:08,14:37:54,2004
63,193,5664250,14:08:31,00:29:26,14:37:57,8097
161,59,2701320,14:30:52,00:08:40,14:39:32,5692
72,47,1895160,14:12:23,00:27:33,14:39:56,1946
173,37,5731900,14:22:55,00:17:24,14:40:19,7109
150,150,6200670,14:10:07,00:30:41,14:40:48,5774
150,199,6054000,14:19:08,00:22:05,14:41:13,2828
9,89,5751430,12:21:14,02:20:01,14:41:15,5966
64,33,5751430,14:07:51,00:34:00,14:41:51,4500
171,56,6163060,14:08:17,00:34:21,14:42:38,1020
9,30,5751430,13:01:00,01:41:38,14:42:38,1629
46,46,5664960,14:36:26,00:06:18,14:42:44,2581
20,44,5825040,14:22:07,00:20:52,14:42:59,4986
58,149,5731900,13:41:54,01:01:08,14:43:02,5992
30,30,5751430,14:37:31,00:05:37,14:43:08,2526
72,47,1895160,14:20:48,00:22:20,14:43:08,4769
4,26,6044850,14:08:33,00:34:39,14:43:12,7342
23,33,5751430,14:09:53,00:33:19,14:43:12,6263
26,4,4917160,14:36:01,00:07:58,14:43:59,8133
37,47,1895160,13:58:53,00:45:12,14:44:05,3734
41,39,5605040,14:13:44,00:30:25,14:44:09,5187
47,47,1895160,14:10:55,00:33:27,14:44:22,7686
33,46,5170700,14:14:19,00:30:53,14:45:12,3513
131,47,4841520,14:20:34,00:25:17,14:45:51,4234
6,93,5666010,14:06:48,00:39:17,14:46:05,3986
72,72,1895160,14:01:55,00:44:52,14:46:47,1086
72,47,1895160,13:32:20,01:14:45,14:47:05,7717
49,14,3892850,14:05:07,00:42:04,14:47:11,4197
14,109,5097280,14:21:52,00:25:38,14:47:30,4390
109,29,5097280,14:33:31,00:14:48,14:48:19,8329
34,116,5664250,14:25:37,00:23:21,14:48:58,5174
6,126,5666010,14:30:47,00:18:41,14:49:28,4842
75,27,5529760,14:34:21,00:15:25,14:49:46,5315
20,109,5097280,14:05:28,00:44:48,14:50:16,2648
21,174,5605040,13:50:38,00:59:40,14:50:18,6114
14,110,5430170,14:28:12,00:22:55,14:51:07,8768
174,141,5072780,14:34:58,00:16:10,14:51:08,8926
200,30,5751430,14:40:39,00:10:41,14:51:20,8940
4,4,6044850,14:08:11,00:43:58,14:52:09,3575
95,87,5955230,14:14:20,00:38:40,14:53:00,8136
118,28,4300980,14:38:54,00:14:16,14:53:10,5178
136,91,2796960,14:23:19,00:30:37,14:53:56,8034
123,156,5605040,13:36:24,01:17:39,14:54:03,6368
13,93,3126850,14:39:26,00:15:06,14:54:32,3213
21,21,5605040,14:29:46,00:25:03,14:54:49,6956
182,177,5735920,14:33:49,00:21:12,14:55:01,7587
117,65,5158790,14:10:22,00:44:58,14:55:20,7817
8,42,5783160,14:47:38,00:08:09,14:55:47,2111
64,9,5925780,14:43:45,00:12:06,14:55:51,7225
163,33,3892850,13:50:16,01:05:43,14:55:59,6862
57,72,1895160,13:25:18,01:30:58,14:56:16,5448
4,4,6044850,14:13:09,00:43:31,14:56:40,5248
89,182,5735920,14:28:15,00:28:50,14:57:05,1120
5,5,5780390,14:44:05,00:13:29,14:57:34,7985
64,9,5925780,14:48:26,00:10:21,14:58:47,5786
119,56,5313860,14:31:33,00:27:25,14:58:58,3414
113,12,5313860,14:31:56,00:27:05,14:59:01,5913
163,93,3126850,14:43:14,00:16:09,14:59:23,3371
4,4,6044850,14:17:36,00:42:02,14:59:38,6366
159,14,5503640,14:19:44,00:40:22,15:00:06,6241
160,9,5825040,14:45:21,00:15:42,15:01:03,3800
29,159,5637910,14:09:14,00:52:13,15:01:27,3633
37,72,1895160,14:03:05,00:58:58,15:02:03,8123
129,89,6065720,14:43:36,00:18:42,15:02:18,2893
163,13,4300980,14:11:04,00:51:52,15:02:56,8354
135,193,5656970,14:23:41,00:39:16,15:02:57,3934
19,193,5664250,14:29:21,00:33:58,15:03:19,2564
24,19,5731900,14:45:24,00:18:25,15:03:49,4217
117,50,5170700,14:14:56,00:49:02,15:03:58,7035
183,148,5731900,14:39:39,00:24:31,15:04:10,2750
57,63,5494160,14:33:36,00:30:40,15:04:16,2488
84,84,3122830,14:31:31,00:32:45,15:04:16,8241
72,72,1895160,14:24:17,00:40:01,15:04:18,4610
76,103,3892850,14:34:48,00:30:50,15:05:38,8980
21,39,5605040,14:34:30,00:31:09,15:05:39,8789
72,72,1895160,14:44:03,00:22:21,15:06:24,7624
8,93,3126850,14:56:36,00:09:53,15:06:29,4366
183,183,4300980,13:56:30,01:10:11,15:06:41,2693
122,1,4883640,14:39:40,00:29:02,15:08:42,5116
33,113,5313860,14:50:28,00:19:51,15:10:19,5393
4,79,5076640,14:14:08,00:56:28,15:10:36,1674
119,30,5751430,14:48:15,00:23:54,15:12:09,2296
32,137,6070370,15:02:15,00:09:58,15:12:13,7558
174,46,5170700,14:47:57,00:24:40,15:12:37,6600
84,84,3122830,14:53:48,00:18:53,15:12:41,4791
93,59,3126850,14:47:21,00:25:27,15:12:48,7439
33,193,3892850,15:02:24,00:11:12,15:13:36,2923
44,44,5494160,13:30:35,01:43:41,15:14:16,4841
13,106,3126850,15:01:01,00:13:22,15:14:23,4179
1,156,5440160,14:18:38,00:56:34,15:15:12,2617
14,103,5735730,14:51:28,00:23:57,15:15:25,7799
89,66,5440160,14:48:51,00:27:02,15:15:53,5959
116,4,5664250,14:42:19,00:33:48,15:16:07,8072
82,82,5114810,14:31:46,00:44:32,15:16:18,1568
156,191,5509730,14:39:29,00:36:51,15:16:20,8815
33,46,5170700,14:44:00,00:32:29,15:16:29,8125
34,116,5664250,13:55:36,01:21:08,15:16:44,1630
33,46,5170700,14:47:43,00:29:19,15:17:02,4440
39,83,5605040,14:59:15,00:18:00,15:17:15,5285
33,33,5170700,15:11:10,00:06:26,15:17:36,2706
88,83,6394240,15:03:28,00:14:12,15:17:40,2049
14,103,3892850,14:54:08,00:23:40,15:17:48,7685
91,93,2796960,15:10:10,00:08:15,15:18:25,5432
82,97,3892850,14:58:30,00:20:45,15:19:15,4018
174,46,5170700,14:42:33,00:37:27,15:20:00,4702
177,156,5735920,15:09:30,00:10:44,15:20:14,8488
34,27,5385890,15:05:21,00:15:15,15:20:36,8351
41,111,5605040,13:18:48,02:02:28,15:21:16,6209
1,103,3892850,15:12:06,00:09:21,15:21:27,4979
76,185,3892850,14:55:49,00:27:26,15:23:15,4475
32,26,5731900,14:46:24,00:37:43,15:24:07,6861
88,45,6394240,15:10:18,00:14:17,15:24:35,5036
1,191,5509730,15:03:13,00:22:04,15:25:17,2689
1,156,5664960,14:34:03,00:52:16,15:26:19,5808
64,193,2069250,15:16:18,00:10:24,15:26:42,6091
75,73,5845310,15:02:41,00:24:27,15:27:08,2724
20,109,5097280,15:13:36,00:14:06,15:27:42,7769
33,174,5170700,15:20:14,00:07:46,15:28:00,5003
160,37,6112850,14:59:27,00:28:42,15:28:09,6047
5,5,5780390,15:00:21,00:28:27,15:28:48,6928
35,115,5313860,14:57:34,00:31:46,15:29:20,6702
33,117,5170700,15:04:45,00:25:38,15:30:23,7462
75,6,5158790,14:36:55,00:53:42,15:30:37,7622
33,194,5965780,15:12:37,00:18:53,15:31:30,8558
76,175,5955230,15:19:33,00:12:16,15:31:49,8910
183,183,4300980,14:53:19,00:38:54,15:32:13,7608
64,33,5751430,15:12:21,00:19:58,15:32:19,1263
56,12,5313860,15:05:54,00:26:34,15:32:28,7118
103,5,5735920,15:12:08,00:20:22,15:32:30,5503
20,109,5097280,15:18:38,00:14:25,15:33:03,4831
148,8,5731900,15:17:13,00:15:58,15:33:11,1893
36,104,1895160,14:54:39,00:38:33,15:33:12,3296
33,117,5170700,15:06:15,00:27:20,15:33:35,1896
95,95,5955230,14:12:26,01:21:23,15:33:49,2882
6,40,2796960,15:03:59,00:30:45,15:34:44,7983
27,117,5170700,15:09:38,00:26:03,15:35:41,2785
88,83,6394240,15:25:06,00:10:46,15:35:52,1539
174,46,5170700,15:12:22,00:24:20,15:36:42,8667
157,74,5882120,15:19:35,00:18:32,15:38:07,6924
56,171,6163060,15:01:33,00:37:03,15:38:36,7566
45,32,5495730,15:25:33,00:13:05,15:38:38,6564
18,135,5731900,15:26:35,00:12:10,15:38:45,8311
8,111,5666010,14:16:56,01:21:54,15:38:50,8062
33,117,5170700,15:10:29,00:28:54,15:39:23,4366
33,193,3892850,15:28:52,00:10:36,15:39:28,5999
157,157,5882120,15:08:28,00:31:23,15:39:51,6136
28,183,4300980,15:25:37,00:14:21,15:39:58,1544
83,38,5605040,15:26:42,00:14:03,15:40:45,4308
90,69,5585920,15:28:55,00:11:51,15:40:46,4708
33,117,5170700,15:07:36,00:33:12,15:40:48,5033
193,55,5664250,15:12:38,00:29:07,15:41:45,3698
6,6,5666010,15:00:36,00:41:12,15:41:48,8641
33,1,3892850,15:07:45,00:34:24,15:42:09,7817
97,193,3892850,15:07:33,00:34:39,15:42:12,4434
199,140,5605040,14:12:24,01:29:52,15:42:16,8222
64,78,5551600,15:31:39,00:10:49,15:42:28,4312
59,110,5430170,15:32:34,00:10:21,15:42:55,2873
174,117,5170700,15:15:57,00:27:28,15:43:25,3969
156,156,5664960,15:31:32,00:12:05,15:43:37,6994
33,50,5751430,13:47:22,01:56:30,15:43:52,4190
148,98,5731900,15:13:48,00:30:29,15:44:17,2524
13,83,6394240,15:32:45,00:12:12,15:44:57,4439
71,19,5731900,14:42:21,01:03:00,15:45:21,6457
168,12,5731900,15:04:52,00:40:34,15:45:26,3527
147,95,5731900,15:26:55,00:18:41,15:45:36,7031
97,76,3892850,15:09:29,00:36:57,15:46:26,2454
33,33,5751430,15:22:49,00:23:48,15:46:37,5872
69,194,5965780,15:32:57,00:13:40,15:46:37,7303
95,76,5955230,15:38:52,00:09:28,15:48:20,3719
64,59,5925780,15:36:09,00:12:53,15:49:02,3171
132,132,5351960,15:11:39,00:38:02,15:49:41,8379
33,33,5751430,14:52:41,00:57:28,15:50:09,2889
161,59,2701320,15:40:39,00:10:43,15:51:22,7565
111,111,5520960,14:33:10,01:18:26,15:51:36,3814
174,117,5170700,15:18:48,00:33:08,15:51:56,2263
161,59,2701320,15:42:01,00:10:54,15:52:55,7435
76,93,3126850,15:38:55,00:14:07,15:53:02,5709
93,76,6042050,15:42:32,00:10:38,15:53:10,8216
161,59,2701320,15:43:23,00:09:48,15:53:11,5202
150,134,6200670,15:06:37,00:47:05,15:53:42,2186
33,91,2796960,15:36:36,00:17:52,15:54:28,3056
163,106,3126850,14:35:57,01:18:47,15:54:44,1825
192,192,4989090,15:03:52,00:51:07,15:54:59,1222
33,117,5170700,15:23:18,00:31:46,15:55:04,4253
4,24,5509730,15:17:14,00:38:34,15:55:48,7228
32,19,5731900,14:36:10,01:19:44,15:55:54,2702
148,39,5666010,13:54:17,02:02:42,15:56:59,4004
33,117,5170700,15:29:41,00:28:05,15:57:46,1625
174,116,5664250,15:49:24,00:08:24,15:57:48,4251
199,96,5882120,15:44:06,00:13:49,15:57:55,7234
33,46,5170700,15:22:25,00:35:55,15:58:20,4898
193,55,5664250,15:34:41,00:23:46,15:58:27,5930
136,91,2796960,15:18:18,00:40:09,15:58:27,6209
93,59,3126850,15:28:31,00:29:58,15:58:29,7050
154,143,5126030,15:34:08,00:24:38,15:58:46,2263
6,150,5666010,14:04:39,01:54:43,15:59:22,6176
174,117,5170700,15:35:58,00:23:26,15:59:24,3104
20,109,5097280,15:34:40,00:24:55,15:59:35,5503
33,46,5170700,15:30:52,00:30:04,16:00:56,1589
174,46,5170700,15:34:21,00:27:12,16:01:33,8796
60,191,5509730,15:47:57,00:14:18,16:02:15,6611
29,29,5626260,15:18:52,00:44:43,16:03:35,4647
27,46,5170700,15:41:01,00:23:49,16:04:50,8889
145,14,5825040,15:52:06,00:14:44,16:06:50,2621
50,27,4595530,15:54:28,00:13:05,16:07:33,5182
174,46,5170700,15:45:07,00:22:30,16:07:37,4607
146,157,5882120,15:59:24,00:08:23,16:07:47,4854
20,20,5097280,15:31:56,00:35:59,16:07:55,2682
72,72,1895160,14:55:10,01:13:11,16:08:21,8536
124,59,5751430,14:35:32,01:33:14,16:08:46,8997
33,194,5965780,15:50:16,00:19:23,16:09:39,1595
187,97,3892850,15:02:01,01:07:42,16:09:43,5477
174,117,5170700,15:45:55,00:24:38,16:10:33,6035
183,183,4300980,15:51:58,00:18:50,16:10:48,2302
116,55,5664250,15:44:43,00:26:20,16:11:03,2727
93,136,2796960,15:24:12,00:47:06,16:11:18,2652
121,121,6032930,15:32:25,00:38:56,16:11:21,5076
33,117,5170700,15:42:20,00:29:21,16:11:41,3814
127,82,6155360,15:44:42,00:27:11,16:11:53,8070
113,109,5097280,15:59:26,00:12:28,16:11:54,8351
93,86,4987430,15:28:38,00:43:41,16:12:19,7166
27,117,5170700,15:47:22,00:25:23,16:12:45,1334
75,75,5845310,15:52:21,00:20:46,16:13:07,3671
113,133,5097280,16:06:20,00:08:33,16:14:53,5214
40,164,5845310,15:37:46,00:37:39,16:15:25,3875
155,28,5605040,15:21:35,00:54:05,16:15:40,1883
123,58,5338480,15:29:34,00:47:00,16:16:34,2946
44,156,5520960,16:08:36,00:08:55,16:17:31,8101
33,142,5965780,15:57:17,00:21:47,16:19:04,6246
33,117,5170700,15:53:27,00:26:18,16:19:45,2405
28,199,6313170,15:34:32,00:46:55,16:21:27,3929
163,17,5187030,16:07:08,00:14:24,16:21:32,4656
38,144,5313860,15:53:56,00:28:57,16:22:53,2469
96,146,5882120,16:03:29,00:19:35,16:23:04,6502
56,121,6032930,16:05:34,00:17:34,16:23:08,1250
1,1,3892850,15:50:53,00:32:20,16:23:13,8476
33,46,5170700,15:50:06,00:34:12,16:24:18,2278
55,7,5731900,15:59:34,00:25:05,16:24:39,1263
44,115,5313860,16:02:56,00:22:21,16:25:17,4842
192,117,5170700,16:00:53,00:24:26,16:25:19,8057
111,111,5605040,16:08:56,00:16:51,16:25:47,5992
117,75,5783160,16:00:25,00:26:01,16:26:26,4580
199,139,6170750,16:16:59,00:09:29,16:26:28,2638
33,46,5170700,15:56:29,00:30:11,16:26:40,6752
76,175,5955230,16:18:18,00:08:30,16:26:48,3699
136,136,2796960,16:17:22,00:09:49,16:27:11,8753
106,33,3126850,16:09:47,00:18:02,16:27:49,2836
21,174,5605040,15:44:12,00:43:55,16:28:07,4570
89,89,5440160,15:52:15,00:36:19,16:28:34,1051
19,19,5731900,14:56:27,01:32:14,16:28:41,8849
190,1,5440160,16:11:53,00:17:12,16:29:05,5602
33,194,5965780,16:12:23,00:17:14,16:29:37,2383
33,117,5170700,15:59:59,00:29:49,16:29:48,1950
141,116,6248700,16:08:00,00:22:03,16:30:03,8504
152,152,5076640,15:26:33,01:03:42,16:30:15,2571
21,39,5605040,15:24:06,01:06:24,16:30:30,4966
181,110,6127050,16:22:05,00:08:44,16:30:49,1227
14,114,2872630,15:48:41,00:42:13,16:30:54,8602
44,5,4550650,14:18:45,02:12:22,16:31:07,1149
57,57,5731900,16:25:30,00:05:38,16:31:08,7692
109,25,5097280,16:20:57,00:10:12,16:31:09,8793
33,33,5751430,16:08:20,00:22:58,16:31:18,1061
33,46,5170700,15:59:05,00:32:17,16:31:22,8769
5,44,5494160,15:53:03,00:38:38,16:31:41,8533
8,111,5783160,16:01:03,00:31:00,16:32:03,6180
146,157,5882120,16:23:43,00:08:42,16:32:25,6924
23,191,5509730,15:23:18,01:09:18,16:32:36,5152
37,2,6112850,16:24:00,00:08:45,16:32:45,4251
82,18,5836690,15:59:57,00:32:50,16:32:47,1413
33,117,5170700,16:07:33,00:26:12,16:33:45,8032
33,117,5170700,16:00:34,00:33:16,16:33:50,5876
61,148,6180440,16:15:43,00:18:28,16:34:11,7441
109,25,5641780,16:28:16,00:07:38,16:35:54,2699
163,45,6394240,16:18:28,00:17:30,16:35:58,3250
33,113,5313860,16:18:45,00:17:54,16:36:39,2810
158,167,5945340,16:09:52,00:27:42,16:37:34,7212
117,117,5664960,16:28:40,00:08:57,16:37:37,3629
88,83,6394240,16:24:36,00:14:11,16:38:47,3237
30,1,5777720,15:25:53,01:13:10,16:39:03,1797
33,144,5751430,15:35:39,01:03:36,16:39:15,2397
33,117,5170700,16:11:18,00:28:51,16:40:09,4672
47,178,1895160,16:13:15,00:27:33,16:40:48,4444
91,91,2796960,16:20:01,00:20:52,16:40:53,5116
160,160,5735920,15:24:48,01:16:16,16:41:04,3912
155,21,3430190,15:46:58,00:54:26,16:41:24,7578
174,46,5170700,16:16:06,00:25:19,16:41:25,5622
174,23,5965780,16:32:34,00:09:20,16:41:54,2421
187,188,5572600,16:27:42,00:14:47,16:42:29,5714
90,90,6248700,16:36:38,00:06:02,16:42:40,2880
161,142,5187030,16:32:00,00:10:56,16:42:56,2569
109,20,5097280,16:31:17,00:11:44,16:43:01,7567
16,148,6180440,16:25:48,00:18:05,16:43:53,4069
61,147,6180440,16:25:17,00:18:42,16:43:59,6734
23,193,5664250,16:16:23,00:27:50,16:44:13,4006
150,150,6112850,16:25:43,00:19:04,16:44:47,4559
160,160,5338480,15:34:27,01:10:42,16:45:09,6817
161,142,5187030,16:36:08,00:09:09,16:45:17,2706
27,12,5925780,16:34:25,00:11:09,16:45:34,8441
161,142,5187030,16:34:27,00:11:32,16:45:59,3304
22,55,5664250,16:35:09,00:11:06,16:46:15,4624
98,8,5731900,15:50:14,00:56:09,16:46:23,2285
24,174,6248700,16:25:00,00:22:31,16:47:31,3463
82,84,5965780,16:20:47,00:26:45,16:47:32,8968
75,27,5529760,14:19:24,02:28:57,16:48:21,3147
97,54,3892850,16:16:11,00:32:14,16:48:25,6431
174,141,5072780,16:35:43,00:12:44,16:48:27,4255
161,142,5187030,16:38:54,00:09:47,16:48:41,3954
12,1,5313860,16:31:32,00:17:11,16:48:43,4486
17,142,5187030,16:36:03,00:13:10,16:49:13,1000
73,73,5666010,15:26:43,01:22:40,16:49:23,7090
1,175,5664960,16:17:09,00:32:16,16:49:25,1536
83,42,6215800,16:42:17,00:07:31,16:49:48,6645
161,142,5187030,16:41:04,00:08:47,16:49:51,4591
6,93,5666010,16:23:12,00:27:23,16:50:35,7604
33,117,5170700,16:23:03,00:27:43,16:50:46,5449
146,157,5882120,16:39:26,00:11:57,16:51:23,2911
165,194,5965780,16:34:03,00:17:21,16:51:24,7877
197,150,5965780,16:18:56,00:32:36,16:51:32,8014
193,97,3892850,16:11:31,00:40:31,16:52:02,2929
174,46,5170700,16:27:42,00:24:20,16:52:02,5340
96,13,5572600,16:43:51,00:08:36,16:52:27,8362
144,84,3122830,16:36:52,00:16:03,16:52:55,2366
161,142,5187030,16:42:53,00:10:25,16:53:18,6469
60,191,5509730,16:38:24,00:15:15,16:53:39,5533
8,8,6248700,16:47:17,00:06:24,16:53:41,1679
111,111,5605040,16:32:57,00:21:24,16:54:21,7230
177,8,5126030,15:22:27,01:31:56,16:54:23,8527
144,33,5751430,16:45:23,00:09:13,16:54:36,1382
84,110,6127050,16:41:44,00:13:17,16:55:01,3055
45,30,1622130,16:31:37,00:23:36,16:55:13,6069
125,25,4883640,16:44:41,00:11:04,16:55:45,3312
54,142,5187030,16:47:46,00:08:32,16:56:18,4763
109,85,5097280,16:43:03,00:13:56,16:56:59,5209
70,125,5097280,16:43:32,00:13:34,16:57:06,2120
83,149,5925780,16:46:01,00:11:18,16:57:19,5685
33,135,5751430,15:45:32,01:11:55,16:57:27,4401
146,157,5882120,16:47:19,00:10:26,16:57:45,3313
83,68,5126030,15:47:23,01:10:53,16:58:16,4742
79,4,5076640,16:35:54,00:22:26,16:58:20,8855
84,88,5529760,16:39:41,00:19:01,16:58:42,2736
117,117,5664960,16:51:27,00:07:54,16:59:21,8260
152,152,5845310,16:52:40,00:07:01,16:59:41,6002
8,19,6042050,16:47:02,00:12:55,16:59:57,7502
84,88,5529760,16:50:56,00:09:51,17:00:47,5291
57,6,5637910,16:39:01,00:22:20,17:01:21,5448
89,33,5751430,16:30:38,00:30:43,17:01:21,6401
8,116,6248700,16:46:02,00:15:59,17:02:01,7188
93,91,2796960,16:03:29,00:58:40,17:02:09,2350
116,34,5664250,16:38:52,00:23:40,17:02:32,7041
161,142,5187030,16:36:17,00:26:20,17:02:37,1823
193,55,5664250,16:38:17,00:24:24,17:02:41,5419
116,194,5965780,16:45:45,00:16:59,17:02:44,4011
84,88,5529760,16:48:19,00:14:53,17:03:12,5036
13,96,5572600,15:45:24,01:17:54,17:03:18,8263
175,19,5731900,16:01:57,01:01:39,17:03:36,2478
116,55,5664250,16:36:41,00:27:23,17:04:04,8101
75,152,5845310,16:21:37,00:44:07,17:05:44,7127
27,46,5170700,16:43:28,00:22:56,17:06:24,1869
143,89,5440160,16:52:15,00:14:11,17:06:26,6913
33,173,5170700,16:22:30,00:44:02,17:06:32,8271
89,17,5440160,16:44:31,00:22:01,17:06:32,1211
54,129,5641780,16:59:51,00:07:11,17:07:02,8078
164,18,5071730,15:25:22,01:41:51,17:07:13,6807
136,91,2796960,16:32:17,00:35:03,17:07:20,7383
59,59,4595530,17:01:42,00:05:42,17:07:24,1576
119,19,5810010,16:50:28,00:17:24,17:07:52,7910
116,55,5664250,16:45:29,00:23:05,17:08:34,5225
117,117,5664960,16:57:17,00:11:18,17:08:35,3250
96,165,5338480,16:55:14,00:13:26,17:08:40,7646
59,143,5440160,16:51:37,00:17:41,17:09:18,1570
193,55,5664250,16:43:54,00:25:40,17:09:34,5173
116,55,5664250,16:51:18,00:19:01,17:10:19,7283
155,21,5605040,16:38:20,00:32:37,17:10:57,6454
20,123,1675610,16:43:14,00:28:12,17:11:26,7823
16,163,4841520,16:46:27,00:25:19,17:11:46,5206
72,86,1895160,16:33:34,00:38:18,17:11:52,5049
9,156,5664250,17:00:22,00:11:37,17:11:59,3045
193,55,5664250,16:51:36,00:20:28,17:12:04,8887
47,104,1895160,16:17:32,00:55:02,17:12:34,5544
193,55,5664250,16:51:51,00:22:01,17:13:52,8855
39,69,5509730,16:53:10,00:22:01,17:15:11,2361
60,16,6163060,16:57:24,00:17:49,17:15:13,3965
141,116,6248700,16:39:05,00:36:13,17:15:18,2430
89,56,5440160,16:57:37,00:18:18,17:15:55,3518
156,111,5520960,16:23:39,00:52:56,17:16:35,6611
39,98,5876720,16:47:46,00:28:54,17:16:40,3314
161,142,5187030,17:06:59,00:09:42,17:16:41,1838
30,33,5751430,16:38:07,00:38:44,17:16:51,8176
199,86,4987430,16:11:35,01:05:27,17:17:02,8367
9,188,5440160,16:53:32,00:23:40,17:17:12,3319
199,1,6313170,16:27:23,00:50:43,17:18:06,2188
12,1,5313860,17:03:53,00:14:23,17:18:16,8539
200,55,5664250,16:56:47,00:22:02,17:18:49,8702
141,69,6248700,17:03:21,00:15:56,17:19:17,8075
146,157,5882120,17:09:52,00:09:50,17:19:42,1909
72,169,1895160,17:00:15,00:19:56,17:20:11,8695
191,122,6112850,16:49:59,00:30:14,17:20:13,5030
82,76,3892850,16:56:00,00:24:40,17:20:40,2941
8,58,6042050,16:32:50,00:48:06,17:20:56,5356
116,55,5664250,17:04:20,00:16:44,17:21:04,8311
76,74,5126030,16:41:57,00:39:49,17:21:46,5354
